FileName,x1,y1,x2,y2,x3,y3,x4,y4,text
img_calligraphy_70016_bg.jpg,20,53,79,53,79,285,20,285,重杷玷溶
img_calligraphy_70017_bg.jpg,20,53,67,53,67,243,20,243,白浪滔天
img_calligraphy_70018_bg.jpg,20,54,88,53,92,384,24,386,酒池肉林
img_calligraphy_70019_bg.jpg,66,53,143,53,145,395,68,395,懑蹉烀阝
img_calligraphy_70019_bg.jpg,20,244,52,244,52,320,20,320,癸巳
img_calligraphy_70020_bg.jpg,224,358,235,53,270,55,260,358,巫峡潇湘万里船中流鼓楫四茫然沾
img_calligraphy_70020_bg.jpg,184,357,195,55,226,55,216,357,幼子喜抱颈叔夜虽逃懒元龙政坐豪
img_calligraphy_70020_bg.jpg,143,361,155,55,186,56,175,361,路人不记当年事台殿寂寥山影侵中
img_calligraphy_70020_bg.jpg,102,363,114,55,146,56,134,364,避地甘羁束得无新雨叹漫有故人期
img_calligraphy_70020_bg.jpg,66,273,74,56,106,56,98,273,清能濯骄暑光欲掩常星
img_calligraphy_70020_bg.jpg,21,103,58,103,57,260,20,260,丙辰育武攒
img_calligraphy_70021_bg.jpg,244,53,318,53,318,650,244,650,今岁春来我亦来
img_calligraphy_70021_bg.jpg,138,53,210,53,210,650,138,650,折花犹未见花开
img_calligraphy_70021_bg.jpg,20,247,51,247,51,323,20,323,超勺
img_calligraphy_70022_bg.jpg,20,53,92,53,92,391,20,391,日久见人心
img_calligraphy_70023_bg.jpg,148,62,202,62,202,491,148,491,中原好消息问取此江船咫尺不相见
img_calligraphy_70023_bg.jpg,104,58,154,58,154,491,104,491,实与千里同莫凭栏干剩留驻内庭虚
img_calligraphy_70023_bg.jpg,60,53,106,53,106,490,60,490,含烟洗露照苍苔庞眉倚杖禅僧起轻
img_calligraphy_70023_bg.jpg,20,58,59,58,59,355,20,355,秋风芳所地把酒又重来
img_calligraphy_70024_bg.jpg,20,53,94,53,94,133,20,133,广
img_calligraphy_70024_bg.jpg,94,53,168,53,168,135,94,135,朗
img_calligraphy_70024_bg.jpg,168,53,242,53,242,132,168,132,垌
img_calligraphy_70024_bg.jpg,242,53,316,53,316,136,242,136,厘
img_calligraphy_70025_bg.jpg,20,53,54,53,54,93,20,93,搞
img_calligraphy_70025_bg.jpg,54,53,119,53,119,122,54,122,遣
img_calligraphy_70025_bg.jpg,119,53,171,53,171,112,119,112,芨
img_calligraphy_70025_bg.jpg,171,53,236,53,236,119,171,119,汊
img_calligraphy_70026_bg.jpg,20,53,67,53,67,249,20,249,呀矜婶蜱
img_calligraphy_70027_bg.jpg,79,392,80,74,179,74,179,392,汤残浊循
img_calligraphy_70027_bg.jpg,20,53,60,53,60,174,20,174,丙午志文
img_calligraphy_70028_bg.jpg,129,54,202,54,205,378,132,378,鞲滕赶侪
img_calligraphy_70028_bg.jpg,20,53,98,54,101,424,23,423,橛潦爨寞擀
img_calligraphy_70029_bg.jpg,163,53,188,53,189,438,164,438,临池书未成池水黑已尽樯乌飞更北
img_calligraphy_70029_bg.jpg,136,53,161,53,162,441,137,441,汴柳绿相迎我爱潇湘境朱陵后洞天
img_calligraphy_70029_bg.jpg,109,53,134,53,135,444,110,444,消樽不属今宵事奈此江明月何文章
img_calligraphy_70029_bg.jpg,82,53,107,53,108,408,83,408,天地不邻贫稍当跃马说与主人知
img_calligraphy_70029_bg.jpg,55,53,80,53,81,314,56,314,未校芸阁书成此石经殿
img_calligraphy_70029_bg.jpg,20,328,50,328,50,391,20,391,参仿
img_calligraphy_70030_bg.jpg,54,76,124,76,125,234,55,235,袖散塑疏
img_calligraphy_70030_bg.jpg,20,53,53,53,54,103,20,103,川壶
img_calligraphy_70031_bg.jpg,321,53,422,53,422,398,321,398,载酒要彭泽
img_calligraphy_70031_bg.jpg,221,56,299,56,299,429,221,429,名乡表郑公
img_calligraphy_70031_bg.jpg,121,58,216,58,216,554,121,554,将何报答佛恩深
img_calligraphy_70031_bg.jpg,20,61,103,61,103,580,20,580,慈悲不瞬诸天眼
img_calligraphy_70032_bg.jpg,20,53,129,53,129,162,20,162,遒
img_calligraphy_70032_bg.jpg,129,53,238,53,238,172,129,172,柯
img_calligraphy_70032_bg.jpg,238,53,347,53,347,164,238,164,治
img_calligraphy_70032_bg.jpg,347,53,456,53,456,160,347,160,蛾
img_calligraphy_70033_bg.jpg,47,53,73,53,76,441,50,441,篥惧孕叟买玢啜腓莠糯椐贽箢季
img_calligraphy_70033_bg.jpg,20,53,45,53,49,464,24,464,鸱辑赐匏缚艉鸢爬死草劈婷植特锪
img_calligraphy_70034_bg.jpg,66,54,89,53,91,455,68,455,桑緝枷坪锨媫狴酐婫随筀艟尕頍咐
img_calligraphy_70034_bg.jpg,43,54,65,54,67,455,45,455,支蔫篝澧曚踯宗筋劢掳韶惊醭溯怨
img_calligraphy_70034_bg.jpg,20,54,42,54,44,325,22,325,授蟹司姘銀嚣瘕盔芫躬
img_calligraphy_70035_bg.jpg,87,53,107,53,101,376,81,376,喜擎绣段攀金鼎谢馀霞始是霞幽径
img_calligraphy_70035_bg.jpg,65,53,85,53,79,375,59,375,衡门闭亦牢术受壶中秘方传肘后灵
img_calligraphy_70035_bg.jpg,43,53,63,53,58,332,38,332,无衫歌扇花鼓拍板不起华边坐
img_calligraphy_70035_bg.jpg,22,53,42,53,40,167,20,167,常开柳际门
img_calligraphy_70036_bg.jpg,82,53,205,53,207,561,84,561,冼疥拥泗
img_calligraphy_70036_bg.jpg,20,409,61,409,62,507,21,507,子希
img_calligraphy_70037_bg.jpg,20,53,117,53,117,432,20,432,鸪薅霖引
img_calligraphy_70038_bg.jpg,20,53,106,53,106,412,20,412,盈魃傣泓
img_calligraphy_70039_bg.jpg,20,72,105,72,105,154,20,154,慈
img_calligraphy_70039_bg.jpg,99,66,183,66,183,143,99,143,丶
img_calligraphy_70039_bg.jpg,177,59,262,59,262,141,177,141,蠓
img_calligraphy_70039_bg.jpg,256,53,341,53,341,130,256,130,尕
img_calligraphy_70040_bg.jpg,153,53,244,53,244,798,153,798,落月导萤穿绛幔
img_calligraphy_70040_bg.jpg,20,53,130,53,130,756,20,756,残膏呼鼠覆青灯
img_calligraphy_70041_bg.jpg,20,53,76,53,76,119,20,119,槌
img_calligraphy_70041_bg.jpg,65,53,121,53,121,119,65,119,梵
img_calligraphy_70041_bg.jpg,110,53,166,53,166,115,110,115,芩
img_calligraphy_70041_bg.jpg,155,53,208,53,208,114,155,114,逦
img_calligraphy_70042_bg.jpg,331,65,451,65,451,517,331,517,掬水滋繁种
img_calligraphy_70042_bg.jpg,168,53,319,53,319,630,168,630,柔枝倚短岑
img_calligraphy_70042_bg.jpg,20,277,50,277,50,343,20,343,掎彗
img_calligraphy_70043_bg.jpg,89,53,183,62,186,433,93,431,铜壶滴漏
img_calligraphy_70043_bg.jpg,20,62,49,65,49,125,21,123,粢畏
img_calligraphy_70044_bg.jpg,20,53,55,53,55,209,20,210,悃乇发际
img_calligraphy_70045_bg.jpg,64,100,124,100,124,166,64,166,恼
img_calligraphy_70045_bg.jpg,124,100,185,100,185,167,124,167,恸
img_calligraphy_70045_bg.jpg,185,100,246,100,246,166,185,167,锥
img_calligraphy_70045_bg.jpg,246,100,306,99,306,169,246,169,轹
img_calligraphy_70045_bg.jpg,20,53,47,53,47,109,20,110,平神
img_calligraphy_70046_bg.jpg,20,53,68,53,68,117,20,117,永
img_calligraphy_70046_bg.jpg,68,53,117,53,117,117,68,117,无
img_calligraphy_70046_bg.jpg,117,53,165,53,165,117,117,117,止
img_calligraphy_70046_bg.jpg,165,53,214,53,214,120,165,120,境
img_calligraphy_70047_bg.jpg,68,53,90,53,90,351,68,351,泼艨橼婶路躯瘘匙怀呆悬羞沥纹
img_calligraphy_70047_bg.jpg,44,53,66,53,66,370,44,370,呈嚅翌赌丢礞骤续颢癌擂橹勿浓纹
img_calligraphy_70047_bg.jpg,20,53,42,53,42,271,20,271,绐搦工烂漕墀灯疳冱豁
img_calligraphy_70048_bg.jpg,162,107,184,107,184,393,162,393,北望间亲爱南瞻杂夷蛮置之勿复道
img_calligraphy_70048_bg.jpg,140,107,162,107,162,389,140,389,且寄须臾闲君看旧日高台处柏梁铜
img_calligraphy_70048_bg.jpg,119,107,140,107,140,387,119,387,于此尚畏热鬼神其可欺九原难再作
img_calligraphy_70048_bg.jpg,96,107,118,107,118,388,96,388,堕泪阅丰碑笔乾砚欲裂何地觅涌泉
img_calligraphy_70048_bg.jpg,75,106,96,106,96,387,75,387,和我弹丸诗百发亦百反处处坏进防
img_calligraphy_70048_bg.jpg,54,106,74,106,74,205,54,205,白浪大於马
img_calligraphy_70048_bg.jpg,20,53,50,53,50,113,20,113,翠标
img_calligraphy_70049_bg.jpg,176,53,280,53,280,505,176,505,庭煤烂赵黎
img_calligraphy_70049_bg.jpg,20,53,124,53,124,406,20,406,谱丑外省
img_calligraphy_70050_bg.jpg,98,55,206,55,206,170,98,170,嗽
img_calligraphy_70050_bg.jpg,206,55,314,55,314,159,206,159,刁
img_calligraphy_70050_bg.jpg,314,55,422,55,422,159,314,159,拟
img_calligraphy_70050_bg.jpg,422,55,530,55,530,158,422,158,健
img_calligraphy_70050_bg.jpg,20,53,50,53,50,84,20,84,丙
img_calligraphy_70051_bg.jpg,50,56,92,56,93,102,51,102,怯
img_calligraphy_70051_bg.jpg,92,56,136,56,137,107,93,107,薷
img_calligraphy_70051_bg.jpg,136,56,156,56,156,83,136,83,蹈
img_calligraphy_70051_bg.jpg,156,56,176,57,176,84,156,83,侃
img_calligraphy_70051_bg.jpg,20,53,50,54,50,85,20,84,书
img_calligraphy_70052_bg.jpg,76,53,97,53,108,359,86,360,花容缜栗露冰肤消得脂韦酪和奴穷
img_calligraphy_70052_bg.jpg,57,53,78,53,88,336,66,337,愁无酒城度岭囊装简攀辕父老忙
img_calligraphy_70052_bg.jpg,39,54,59,54,68,359,47,360,偕醉遣尔去寿考自足夸我读残编食
img_calligraphy_70052_bg.jpg,20,55,39,54,44,199,24,200,朱弦三叹有遗音
img_calligraphy_70053_bg.jpg,65,53,92,53,93,379,66,379,跛硬艚申孬碑慢逡珉钱柿酤督缌
img_calligraphy_70053_bg.jpg,41,54,69,53,70,401,42,400,啊宗抹曹碓钻丢啾帔琳建孵鲜绔稍
img_calligraphy_70053_bg.jpg,20,53,44,53,44,171,20,171,改龙吡犋蛀
img_calligraphy_70054_bg.jpg,107,53,139,54,144,471,112,471,鳢昒烹謏阅篠悍比籽荑怂虱競怀
img_calligraphy_70054_bg.jpg,69,497,64,58,92,60,96,499,瑔赋饲葹鍙窍圄镩綪锿貂双慆廨首
img_calligraphy_70054_bg.jpg,20,353,21,56,48,58,48,354,簝謦兮甡衂鐨哩璜甭尾
img_calligraphy_70055_bg.jpg,124,54,154,53,159,334,128,335,泾埸糜冠亍亲括获鳌诉录麈弱惕孵
img_calligraphy_70055_bg.jpg,88,54,119,54,119,329,89,329,橱烃饯隋烂义纨咻怏鹣鸭奕爿抉茑
img_calligraphy_70055_bg.jpg,57,241,62,54,86,55,81,241,未佤殆蘩闻掬疟祆箐北
img_calligraphy_70055_bg.jpg,20,150,48,150,48,208,20,208,燕纸
img_calligraphy_70056_bg.jpg,78,71,149,69,145,137,75,140,凶
img_calligraphy_70056_bg.jpg,149,69,219,68,214,135,145,137,神
img_calligraphy_70056_bg.jpg,219,68,288,66,282,133,214,135,恶
img_calligraphy_70056_bg.jpg,288,66,356,65,349,134,282,136,煞
img_calligraphy_70056_bg.jpg,22,54,52,53,49,108,20,109,华辄
img_calligraphy_70057_bg.jpg,89,152,198,152,198,264,89,264,独
img_calligraphy_70057_bg.jpg,198,152,288,153,288,252,198,251,辟
img_calligraphy_70057_bg.jpg,288,153,385,153,385,255,288,255,蹊
img_calligraphy_70057_bg.jpg,385,153,448,153,448,221,385,221,径
img_calligraphy_70057_bg.jpg,20,53,50,53,50,175,20,175,己亥道坤
img_calligraphy_70058_bg.jpg,81,66,103,67,105,326,83,325,新夸两白已呈祥数日天工还作恶旗
img_calligraphy_70058_bg.jpg,59,66,79,66,81,332,61,332,答云怀乔木聊复访衡茅官闲唯副使
img_calligraphy_70058_bg.jpg,20,53,48,53,48,78,20,78,乙
img_calligraphy_70059_bg.jpg,156,418,170,53,204,55,191,419,曩事空梦想拥褐自笑孱中兴多名臣
img_calligraphy_70059_bg.jpg,114,417,120,54,151,55,146,418,有道独两傅昔日沩山水牯牛自从放
img_calligraphy_70059_bg.jpg,70,55,105,55,105,423,70,423,无徒诮其陋讲劝在公卿愿为雾豹怀
img_calligraphy_70059_bg.jpg,20,55,54,55,54,239,20,239,莫爱风蝉蜕骨仙
img_calligraphy_70060_bg.jpg,56,53,72,53,72,274,56,274,哪婚泼证冗刃脖闰入纵谁吐蕊益
img_calligraphy_70060_bg.jpg,38,53,56,53,56,292,38,292,难岩娱隐鞠骤唱绝缎皱唱棵吹备彤
img_calligraphy_70060_bg.jpg,20,53,36,53,36,212,20,212,璃变及丧圆匙喊锹胆固
img_calligraphy_70061_bg.jpg,254,54,326,56,326,560,254,560,诗笔有神官有暇
img_calligraphy_70061_bg.jpg,146,53,228,54,228,515,146,514,楚鳞燕翼要频频
img_calligraphy_70061_bg.jpg,20,280,49,281,49,341,20,341,连迄
img_calligraphy_70062_bg.jpg,20,53,153,53,153,209,20,209,抱
img_calligraphy_70062_bg.jpg,141,63,270,63,270,218,141,218,右
img_calligraphy_70062_bg.jpg,259,72,388,72,388,227,259,227,拥
img_calligraphy_70062_bg.jpg,376,81,505,81,505,237,376,237,左
img_calligraphy_70063_bg.jpg,66,53,87,53,87,352,66,352,自蘼琴骑呗嘘呃哇采徊刷旨漳倒癌
img_calligraphy_70063_bg.jpg,43,53,64,53,64,351,43,351,联艇孀帱缳醐皂嘞鹦蘧郁捱扰囔颓
img_calligraphy_70063_bg.jpg,20,53,41,53,41,253,20,253,痊状隔厅肄嗝若贰坻虾
img_calligraphy_70064_bg.jpg,159,98,201,98,201,308,159,308,我欲吐情语
img_calligraphy_70064_bg.jpg,96,98,138,98,138,306,96,306,铭之古岩隈
img_calligraphy_70064_bg.jpg,20,53,50,53,50,88,20,88,书
img_calligraphy_70065_bg.jpg,73,156,136,160,142,416,81,414,逼不得已
img_calligraphy_70065_bg.jpg,20,53,48,54,50,118,23,116,鸿盲
img_calligraphy_70066_bg.jpg,189,53,308,53,308,753,189,759,有亭如许入蒙密
img_calligraphy_70066_bg.jpg,20,55,142,54,142,756,20,762,谁比次山称漫郎
img_calligraphy_70067_bg.jpg,20,53,138,53,138,164,20,164,共
img_calligraphy_70067_bg.jpg,138,53,243,53,243,153,138,153,与
img_calligraphy_70067_bg.jpg,243,53,341,53,341,147,243,147,危
img_calligraphy_70067_bg.jpg,341,53,408,53,408,121,341,121,安
img_calligraphy_70068_bg.jpg,20,53,110,53,110,142,20,142,杀
img_calligraphy_70068_bg.jpg,110,53,201,53,201,147,110,147,鸡
img_calligraphy_70068_bg.jpg,201,53,278,53,278,130,201,130,猴
img_calligraphy_70068_bg.jpg,278,53,397,53,397,161,278,161,话
img_calligraphy_70069_bg.jpg,95,53,153,53,154,196,96,196,赵腧祓株
img_calligraphy_70069_bg.jpg,20,58,85,59,86,237,21,236,犭堡膻著
img_calligraphy_70070_bg.jpg,20,53,61,53,61,113,20,113,义
img_calligraphy_70070_bg.jpg,56,56,97,56,97,115,56,115,就
img_calligraphy_70070_bg.jpg,92,59,133,59,133,119,92,119,慨
img_calligraphy_70070_bg.jpg,128,62,169,62,169,125,128,125,慷
img_calligraphy_70071_bg.jpg,46,53,75,54,76,377,47,376,盏鞭混褪旦掘衾姜撺稻骢租聋郸
img_calligraphy_70071_bg.jpg,20,53,49,53,50,393,21,393,奎踊舡伛鳃拊谀扪蝓吕畅蚣呗撖弋
img_calligraphy_70072_bg.jpg,392,73,470,73,470,326,392,326,錾略锌服
img_calligraphy_70072_bg.jpg,296,66,379,66,379,388,296,388,藿茇隍搽奢
img_calligraphy_70072_bg.jpg,207,60,289,60,289,363,207,363,晋狈孪岔馆
img_calligraphy_70072_bg.jpg,121,53,209,53,209,286,121,286,央壁圉各
img_calligraphy_70072_bg.jpg,20,142,58,142,58,268,20,268,庚寅丹婷
img_calligraphy_70073_bg.jpg,72,53,176,53,176,403,72,403,更新换代
img_calligraphy_70073_bg.jpg,20,168,54,168,54,234,20,234,成褂
img_calligraphy_70074_bg.jpg,20,379,29,53,116,56,107,382,蛑厝硚虫
img_calligraphy_70075_bg.jpg,112,53,211,53,211,179,112,179,意
img_calligraphy_70075_bg.jpg,211,53,312,53,312,179,211,179,诚
img_calligraphy_70075_bg.jpg,312,53,412,53,412,179,312,179,心
img_calligraphy_70075_bg.jpg,412,53,511,53,511,179,412,179,正
img_calligraphy_70076_bg.jpg,64,59,107,56,124,319,80,321,绦怂骐荒屯尥踵茁扳废寤苑姹谆
img_calligraphy_70076_bg.jpg,20,55,60,53,78,334,38,336,豉欷开侠谆琏糜恃兹陟仆押邬欢荠
img_calligraphy_70077_bg.jpg,99,54,132,53,128,416,96,416,曲狻熬岌傳逢戌蛏竞匚痡布粗绉
img_calligraphy_70077_bg.jpg,60,54,93,54,90,443,58,444,侈昂蛳锥氅銀圹鄣请氅字虏巯乐镇
img_calligraphy_70077_bg.jpg,20,53,54,54,53,322,20,323,逞伹柜劈范榈骠镈鄀坤
img_calligraphy_70078_bg.jpg,60,72,120,72,120,144,60,144,箐
img_calligraphy_70078_bg.jpg,113,72,170,72,170,138,113,138,牝
img_calligraphy_70078_bg.jpg,166,71,225,71,225,137,166,137,埸
img_calligraphy_70078_bg.jpg,219,72,280,72,280,143,219,143,萨
img_calligraphy_70078_bg.jpg,20,53,59,53,59,122,20,122,庚寅
img_calligraphy_70079_bg.jpg,91,53,114,53,114,406,91,406,遭醭鲫仅倡慰蒈樗鸣脸相榈裾坫昴
img_calligraphy_70079_bg.jpg,66,53,89,53,89,400,66,400,泔圭啶廛哒栾谜箝眯吭绶闯时罗老
img_calligraphy_70079_bg.jpg,20,297,48,297,48,356,20,356,刚蚰
img_calligraphy_70080_bg.jpg,170,53,194,53,191,383,167,383,蕞囗羯訇挫亏鲠暖胚蜕循镶筋噎
img_calligraphy_70080_bg.jpg,125,53,157,53,154,412,121,412,冥咽葵嘴逄绦醐颧俺情酎簌限陴祺
img_calligraphy_70080_bg.jpg,80,53,114,53,112,186,79,186,铀响簿贵惋
img_calligraphy_70080_bg.jpg,21,71,60,71,59,164,20,164,己巳殛
img_calligraphy_70081_bg.jpg,145,79,166,79,166,355,145,355,乃山泽之兮夫何足以而望我共爱朝
img_calligraphy_70081_bg.jpg,122,79,143,79,143,357,122,357,蓬莱宫里拂松枝比邻立藩墙边幅生
img_calligraphy_70081_bg.jpg,100,79,120,79,120,359,100,359,外冻内不死复雷潜地维数年抱叶不
img_calligraphy_70081_bg.jpg,77,79,99,79,99,356,77,356,终岁淹淹绝藓花惭非故将前侯比误
img_calligraphy_70081_bg.jpg,54,79,75,79,75,317,54,317,赖得庞公无二解迎来送去般般
img_calligraphy_70081_bg.jpg,20,53,50,53,50,110,20,110,清茶
img_calligraphy_70082_bg.jpg,20,53,113,55,116,147,24,146,麻
img_calligraphy_70082_bg.jpg,102,54,196,55,197,146,105,145,姑
img_calligraphy_70082_bg.jpg,186,56,274,58,275,149,188,148,献
img_calligraphy_70082_bg.jpg,269,57,356,59,356,148,269,147,寿
img_calligraphy_70083_bg.jpg,88,56,115,53,115,367,88,368,岸半摧林影暗乱自点湖烟诗人例虚
img_calligraphy_70083_bg.jpg,64,59,91,57,91,361,64,362,彤庭何处安排好李仙才称草麻非可
img_calligraphy_70083_bg.jpg,20,135,49,132,49,186,20,188,理知
img_calligraphy_70084_bg.jpg,23,54,68,53,65,104,20,104,为
img_calligraphy_70084_bg.jpg,68,53,124,53,120,108,65,108,人
img_calligraphy_70084_bg.jpg,124,53,186,53,183,119,120,118,作
img_calligraphy_70084_bg.jpg,186,53,227,53,224,97,184,97,嫁
img_calligraphy_70085_bg.jpg,152,53,240,53,240,452,152,452,爷蓟谥铴另
img_calligraphy_70085_bg.jpg,20,53,120,53,120,481,20,481,瑗归邮醵娘
img_calligraphy_70086_bg.jpg,91,56,144,56,143,288,90,289,衮完民衣足
img_calligraphy_70086_bg.jpg,20,55,99,53,100,316,22,318,天下无苦寒
img_calligraphy_70087_bg.jpg,20,53,124,53,124,612,20,612,万变不离其宗
img_calligraphy_70088_bg.jpg,212,59,248,59,248,418,212,418,楼台照清影河州多嘉植窥见腰中三
img_calligraphy_70088_bg.jpg,163,57,200,57,201,412,164,412,便疑斫却婆娑树芭蕉大蔽牛不奈霜
img_calligraphy_70088_bg.jpg,116,53,152,53,153,380,117,380,犹看零落毛荡随风吹底事三年里
img_calligraphy_70088_bg.jpg,69,58,104,59,104,410,69,410,才膺两荐书西京凤邸跃龙泉佳气休
img_calligraphy_70088_bg.jpg,20,58,56,59,56,234,20,234,轩后雾图今已得
img_calligraphy_70089_bg.jpg,134,54,213,54,215,423,136,423,缃樗诳妯
img_calligraphy_70089_bg.jpg,20,53,116,54,118,465,22,464,漾摺擞邶
img_calligraphy_70090_bg.jpg,99,53,117,53,117,402,99,402,买应从聚处寄不下常年干戈兵革斗
img_calligraphy_70090_bg.jpg,80,53,98,53,98,399,80,399,凤凰麒麟安在哉吾徒胡为纵此乐我
img_calligraphy_70090_bg.jpg,60,53,78,53,78,400,60,400,以戒言诡唐家基业重於山甯许胡雏
img_calligraphy_70090_bg.jpg,40,53,58,53,58,397,40,397,老圃念人留久挽衣沽酒愿相过无乃
img_calligraphy_70090_bg.jpg,20,53,38,53,38,176,20,176,人禽两自在
img_calligraphy_70091_bg.jpg,97,55,123,54,126,514,101,514,铻血荃啄怙妲郏輛轉烁掇佁馑琅砧
img_calligraphy_70091_bg.jpg,74,54,100,54,103,514,78,513,譚框窝烏跺痠窸詢杧稹亻榈柃嫄鳂
img_calligraphy_70091_bg.jpg,52,53,76,53,77,216,53,216,舆雎缧享薳
img_calligraphy_70091_bg.jpg,20,359,20,239,51,240,51,359,跃华珮
img_calligraphy_70092_bg.jpg,20,53,101,54,103,369,22,368,分庭抗礼
img_calligraphy_70093_bg.jpg,95,148,212,148,212,264,95,264,山
img_calligraphy_70093_bg.jpg,202,157,319,157,319,282,202,282,泰
img_calligraphy_70093_bg.jpg,310,166,427,166,427,284,310,284,如
img_calligraphy_70093_bg.jpg,417,176,534,176,534,294,417,294,稳
img_calligraphy_70093_bg.jpg,20,53,56,53,56,119,20,119,琳躬
img_calligraphy_70094_bg.jpg,332,53,414,53,414,387,332,387,意膀佛锈芍
img_calligraphy_70094_bg.jpg,228,357,230,60,323,61,321,357,该齐几能
img_calligraphy_70094_bg.jpg,125,58,218,58,218,397,125,397,防佑百巾儿
img_calligraphy_70094_bg.jpg,20,60,109,61,109,373,20,373,欧吨钢计展
img_calligraphy_70095_bg.jpg,73,63,139,65,137,128,72,126,聊
img_calligraphy_70095_bg.jpg,139,65,204,67,203,130,137,128,以
img_calligraphy_70095_bg.jpg,204,67,269,69,268,132,203,130,自
img_calligraphy_70095_bg.jpg,269,69,334,71,333,136,268,135,慰
img_calligraphy_70095_bg.jpg,22,53,51,54,49,183,20,182,乙未兆信戒
img_calligraphy_70096_bg.jpg,128,53,155,53,155,413,128,413,遁泽真情在句中薄俗三叹曹刘风峡
img_calligraphy_70096_bg.jpg,101,54,128,54,128,411,101,411,棹郎相语改行程菰叶离披藕叶欹精
img_calligraphy_70096_bg.jpg,74,54,101,54,101,412,74,412,已过萧萧雨犹成黯黯阴不须更觅唐
img_calligraphy_70096_bg.jpg,47,54,74,54,74,413,47,413,树树珑璁玉刻成金门倦鸣玉千骑出
img_calligraphy_70096_bg.jpg,20,55,47,55,47,391,20,391,堂堂笔阵从天下气压唐人折钗股
img_calligraphy_70097_bg.jpg,20,53,135,53,135,409,20,409,悫那餍浦
img_calligraphy_70098_bg.jpg,64,53,110,53,110,375,64,375,楼观纷河山几怀祖宗业相继文武图
img_calligraphy_70098_bg.jpg,20,55,68,55,68,385,20,385,吟得新诗只相寄心看轩轻有露冷犹
img_calligraphy_70099_bg.jpg,459,53,557,53,557,667,459,667,莛遂鹜溅鲼
img_calligraphy_70099_bg.jpg,313,53,420,53,420,511,313,511,谎踔鞅脱
img_calligraphy_70099_bg.jpg,166,53,278,53,278,726,166,726,蟹骧俭醪钔
img_calligraphy_70099_bg.jpg,20,53,120,53,120,531,20,531,鼎铉腔朐
