FileName,x1,y1,x2,y2,x3,y3,x4,y4
img_calligraphy_70035_bg.jpg,22,53,42,53,40,167,20,167
img_calligraphy_70036_bg.jpg,82,53,205,53,207,561,84,561
img_calligraphy_70036_bg.jpg,20,409,61,409,62,507,21,507
img_calligraphy_70037_bg.jpg,20,53,117,53,117,432,20,432
img_calligraphy_70038_bg.jpg,20,53,106,53,106,412,20,412
img_calligraphy_70039_bg.jpg,20,72,105,72,105,154,20,154
img_calligraphy_70039_bg.jpg,99,66,183,66,183,143,99,143
img_calligraphy_70039_bg.jpg,177,59,262,59,262,141,177,141
img_calligraphy_70039_bg.jpg,256,53,341,53,341,130,256,130
img_calligraphy_70040_bg.jpg,153,53,244,53,244,798,153,798
img_calligraphy_70040_bg.jpg,20,53,130,53,130,756,20,756
img_calligraphy_70041_bg.jpg,20,53,76,53,76,119,20,119
img_calligraphy_70041_bg.jpg,65,53,121,53,121,119,65,119
img_calligraphy_70041_bg.jpg,110,53,166,53,166,115,110,115
img_calligraphy_70041_bg.jpg,155,53,208,53,208,114,155,114
img_calligraphy_70042_bg.jpg,331,65,451,65,451,517,331,517
img_calligraphy_70042_bg.jpg,168,53,319,53,319,630,168,630
img_calligraphy_70042_bg.jpg,20,277,50,277,50,343,20,343
img_calligraphy_70043_bg.jpg,89,53,183,62,186,433,93,431
img_calligraphy_70043_bg.jpg,20,62,49,65,49,125,21,123
img_calligraphy_70044_bg.jpg,20,53,55,53,55,209,20,210
img_calligraphy_70045_bg.jpg,64,100,124,100,124,166,64,166
img_calligraphy_70045_bg.jpg,124,100,185,100,185,167,124,167
img_calligraphy_70045_bg.jpg,185,100,246,100,246,166,185,167
img_calligraphy_70045_bg.jpg,246,100,306,99,306,169,246,169
img_calligraphy_70045_bg.jpg,20,53,47,53,47,109,20,110
img_calligraphy_70046_bg.jpg,20,53,68,53,68,117,20,117
img_calligraphy_70046_bg.jpg,68,53,117,53,117,117,68,117
img_calligraphy_70046_bg.jpg,117,53,165,53,165,117,117,117
img_calligraphy_70046_bg.jpg,165,53,214,53,214,120,165,120
img_calligraphy_70047_bg.jpg,68,53,90,53,90,351,68,351
img_calligraphy_70047_bg.jpg,44,53,66,53,66,370,44,370
img_calligraphy_70047_bg.jpg,20,53,42,53,42,271,20,271
img_calligraphy_70048_bg.jpg,162,107,184,107,184,393,162,393
img_calligraphy_70048_bg.jpg,140,107,162,107,162,389,140,389
img_calligraphy_70048_bg.jpg,119,107,140,107,140,387,119,387
img_calligraphy_70048_bg.jpg,96,107,118,107,118,388,96,388
img_calligraphy_70048_bg.jpg,75,106,96,106,96,387,75,387
img_calligraphy_70048_bg.jpg,54,106,74,106,74,205,54,205
img_calligraphy_70048_bg.jpg,20,53,50,53,50,113,20,113
img_calligraphy_70049_bg.jpg,176,53,280,53,280,505,176,505
img_calligraphy_70049_bg.jpg,20,53,124,53,124,406,20,406
img_calligraphy_70050_bg.jpg,98,55,206,55,206,170,98,170
img_calligraphy_70050_bg.jpg,206,55,314,55,314,159,206,159
img_calligraphy_70050_bg.jpg,314,55,422,55,422,159,314,159
img_calligraphy_70050_bg.jpg,422,55,530,55,530,158,422,158
img_calligraphy_70050_bg.jpg,20,53,50,53,50,84,20,84
img_calligraphy_70051_bg.jpg,50,56,92,56,93,102,51,102
img_calligraphy_70051_bg.jpg,92,56,136,56,137,107,93,107
img_calligraphy_70051_bg.jpg,136,56,156,56,156,83,136,83
img_calligraphy_70051_bg.jpg,156,56,176,57,176,84,156,83
img_calligraphy_70051_bg.jpg,20,53,50,54,50,85,20,84
img_calligraphy_70052_bg.jpg,76,53,97,53,108,359,86,360
img_calligraphy_70052_bg.jpg,57,53,78,53,88,336,66,337
img_calligraphy_70052_bg.jpg,39,54,59,54,68,359,47,360
img_calligraphy_70052_bg.jpg,20,55,39,54,44,199,24,200
img_calligraphy_70053_bg.jpg,65,53,92,53,93,379,66,379
img_calligraphy_70053_bg.jpg,41,54,69,53,70,401,42,400
img_calligraphy_70053_bg.jpg,20,53,44,53,44,171,20,171
img_calligraphy_70054_bg.jpg,107,53,139,54,144,471,112,471
img_calligraphy_70054_bg.jpg,69,497,64,58,92,60,96,499
img_calligraphy_70054_bg.jpg,20,353,21,56,48,58,48,354
img_calligraphy_70055_bg.jpg,124,54,154,53,159,334,128,335
img_calligraphy_70055_bg.jpg,88,54,119,54,119,329,89,329
img_calligraphy_70055_bg.jpg,57,241,62,54,86,55,81,241
img_calligraphy_70055_bg.jpg,20,150,48,150,48,208,20,208
img_calligraphy_70056_bg.jpg,78,71,149,69,145,137,75,140
img_calligraphy_70056_bg.jpg,149,69,219,68,214,135,145,137
img_calligraphy_70056_bg.jpg,219,68,288,66,282,133,214,135
img_calligraphy_70056_bg.jpg,288,66,356,65,349,134,282,136
img_calligraphy_70056_bg.jpg,22,54,52,53,49,108,20,109
img_calligraphy_70057_bg.jpg,89,152,198,152,198,264,89,264
img_calligraphy_70057_bg.jpg,198,152,288,153,288,252,198,251
img_calligraphy_70057_bg.jpg,288,153,385,153,385,255,288,255
img_calligraphy_70057_bg.jpg,385,153,448,153,448,221,385,221
img_calligraphy_70057_bg.jpg,20,53,50,53,50,175,20,175
img_calligraphy_70058_bg.jpg,81,66,103,67,105,326,83,325
img_calligraphy_70058_bg.jpg,59,66,79,66,81,332,61,332
img_calligraphy_70058_bg.jpg,20,53,48,53,48,78,20,78
img_calligraphy_70059_bg.jpg,156,418,170,53,204,55,191,419
img_calligraphy_70059_bg.jpg,114,417,120,54,151,55,146,418
img_calligraphy_70059_bg.jpg,70,55,105,55,105,423,70,423
img_calligraphy_70059_bg.jpg,20,55,54,55,54,239,20,239
img_calligraphy_70060_bg.jpg,56,53,72,53,72,274,56,274
img_calligraphy_70060_bg.jpg,38,53,56,53,56,292,38,292
img_calligraphy_70060_bg.jpg,20,53,36,53,36,212,20,212
img_calligraphy_70061_bg.jpg,254,54,326,56,326,560,254,560
img_calligraphy_70061_bg.jpg,146,53,228,54,228,515,146,514
img_calligraphy_70061_bg.jpg,20,280,49,281,49,341,20,341
img_calligraphy_70062_bg.jpg,20,53,153,53,153,209,20,209
img_calligraphy_70062_bg.jpg,141,63,270,63,270,218,141,218
img_calligraphy_70062_bg.jpg,259,72,388,72,388,227,259,227
img_calligraphy_70062_bg.jpg,376,81,505,81,505,237,376,237
img_calligraphy_70063_bg.jpg,66,53,87,53,87,352,66,352
img_calligraphy_70063_bg.jpg,43,53,64,53,64,351,43,351
img_calligraphy_70063_bg.jpg,20,53,41,53,41,253,20,253
img_calligraphy_70064_bg.jpg,159,98,201,98,201,308,159,308
img_calligraphy_70064_bg.jpg,96,98,138,98,138,306,96,306
img_calligraphy_70064_bg.jpg,20,53,50,53,50,88,20,88
img_calligraphy_70065_bg.jpg,73,156,136,160,142,416,81,414
img_calligraphy_70065_bg.jpg,20,53,48,54,50,118,23,116
img_calligraphy_70066_bg.jpg,189,53,308,53,308,753,189,759
img_calligraphy_70066_bg.jpg,20,55,142,54,142,756,20,762
img_calligraphy_70067_bg.jpg,20,53,138,53,138,164,20,164
img_calligraphy_70067_bg.jpg,138,53,243,53,243,153,138,153
img_calligraphy_70067_bg.jpg,243,53,341,53,341,147,243,147
img_calligraphy_70067_bg.jpg,341,53,408,53,408,121,341,121
img_calligraphy_70068_bg.jpg,20,53,110,53,110,142,20,142
img_calligraphy_70068_bg.jpg,110,53,201,53,201,147,110,147
img_calligraphy_70068_bg.jpg,201,53,278,53,278,130,201,130
img_calligraphy_70068_bg.jpg,278,53,397,53,397,161,278,161
img_calligraphy_70069_bg.jpg,95,53,153,53,154,196,96,196
img_calligraphy_70069_bg.jpg,20,58,85,59,86,237,21,236
img_calligraphy_70070_bg.jpg,20,53,61,53,61,113,20,113
img_calligraphy_70070_bg.jpg,56,56,97,56,97,115,56,115
img_calligraphy_70070_bg.jpg,92,59,133,59,133,119,92,119
img_calligraphy_70070_bg.jpg,128,62,169,62,169,125,128,125
img_calligraphy_70071_bg.jpg,46,53,75,54,76,377,47,376
img_calligraphy_70071_bg.jpg,20,53,49,53,50,393,21,393
img_calligraphy_70072_bg.jpg,392,73,470,73,470,326,392,326
img_calligraphy_70072_bg.jpg,296,66,379,66,379,388,296,388
img_calligraphy_70072_bg.jpg,207,60,289,60,289,363,207,363
img_calligraphy_70072_bg.jpg,121,53,209,53,209,286,121,286
img_calligraphy_70072_bg.jpg,20,142,58,142,58,268,20,268
img_calligraphy_70073_bg.jpg,72,53,176,53,176,403,72,403
img_calligraphy_70073_bg.jpg,20,168,54,168,54,234,20,234
img_calligraphy_70074_bg.jpg,20,379,29,53,116,56,107,382
img_calligraphy_70075_bg.jpg,112,53,211,53,211,179,112,179
img_calligraphy_70075_bg.jpg,211,53,312,53,312,179,211,179
img_calligraphy_70075_bg.jpg,312,53,412,53,412,179,312,179
img_calligraphy_70075_bg.jpg,412,53,511,53,511,179,412,179
img_calligraphy_70076_bg.jpg,64,59,107,56,124,319,80,321
img_calligraphy_70076_bg.jpg,20,55,60,53,78,334,38,336
img_calligraphy_70077_bg.jpg,99,54,132,53,128,416,96,416
img_calligraphy_70077_bg.jpg,60,54,93,54,90,443,58,444
img_calligraphy_70077_bg.jpg,20,53,54,54,53,322,20,323
img_calligraphy_70078_bg.jpg,60,72,120,72,120,144,60,144
img_calligraphy_70078_bg.jpg,113,72,170,72,170,138,113,138
img_calligraphy_70078_bg.jpg,166,71,225,71,225,137,166,137
img_calligraphy_70078_bg.jpg,219,72,280,72,280,143,219,143
img_calligraphy_70078_bg.jpg,20,53,59,53,59,122,20,122
img_calligraphy_70079_bg.jpg,91,53,114,53,114,406,91,406
img_calligraphy_70079_bg.jpg,66,53,89,53,89,400,66,400
img_calligraphy_70079_bg.jpg,20,297,48,297,48,356,20,356
img_calligraphy_70080_bg.jpg,170,53,194,53,191,383,167,383
img_calligraphy_70080_bg.jpg,125,53,157,53,154,412,121,412
img_calligraphy_70080_bg.jpg,80,53,114,53,112,186,79,186
img_calligraphy_70080_bg.jpg,21,71,60,71,59,164,20,164
img_calligraphy_70081_bg.jpg,145,79,166,79,166,355,145,355
img_calligraphy_70081_bg.jpg,122,79,143,79,143,357,122,357
img_calligraphy_70081_bg.jpg,100,79,120,79,120,359,100,359
img_calligraphy_70081_bg.jpg,77,79,99,79,99,356,77,356
img_calligraphy_70081_bg.jpg,54,79,75,79,75,317,54,317
img_calligraphy_70081_bg.jpg,20,53,50,53,50,110,20,110
img_calligraphy_70082_bg.jpg,20,53,113,55,116,147,24,146
img_calligraphy_70082_bg.jpg,102,54,196,55,197,146,105,145
img_calligraphy_70082_bg.jpg,186,56,274,58,275,149,188,148
img_calligraphy_70082_bg.jpg,269,57,356,59,356,148,269,147
img_calligraphy_70083_bg.jpg,88,56,115,53,115,367,88,368
img_calligraphy_70083_bg.jpg,64,59,91,57,91,361,64,362
img_calligraphy_70083_bg.jpg,20,135,49,132,49,186,20,188
img_calligraphy_70084_bg.jpg,23,54,68,53,65,104,20,104
img_calligraphy_70084_bg.jpg,68,53,124,53,120,108,65,108
img_calligraphy_70084_bg.jpg,124,53,186,53,183,119,120,118
img_calligraphy_70084_bg.jpg,186,53,227,53,224,97,184,97
img_calligraphy_70085_bg.jpg,152,53,240,53,240,452,152,452
img_calligraphy_70085_bg.jpg,20,53,120,53,120,481,20,481
img_calligraphy_70086_bg.jpg,91,56,144,56,143,288,90,289
img_calligraphy_70086_bg.jpg,20,55,99,53,100,316,22,318
img_calligraphy_70087_bg.jpg,20,53,124,53,124,612,20,612
img_calligraphy_70088_bg.jpg,212,59,248,59,248,418,212,418
img_calligraphy_70088_bg.jpg,163,57,200,57,201,412,164,412
img_calligraphy_70088_bg.jpg,116,53,152,53,153,380,117,380
img_calligraphy_70088_bg.jpg,69,58,104,59,104,410,69,410
img_calligraphy_70088_bg.jpg,20,58,56,59,56,234,20,234
img_calligraphy_70089_bg.jpg,134,54,213,54,215,423,136,423
img_calligraphy_70089_bg.jpg,20,53,116,54,118,465,22,464
img_calligraphy_70090_bg.jpg,99,53,117,53,117,402,99,402
img_calligraphy_70090_bg.jpg,80,53,98,53,98,399,80,399
img_calligraphy_70090_bg.jpg,60,53,78,53,78,400,60,400
img_calligraphy_70090_bg.jpg,40,53,58,53,58,397,40,397
img_calligraphy_70090_bg.jpg,20,53,38,53,38,176,20,176
img_calligraphy_70091_bg.jpg,97,55,123,54,126,514,101,514
img_calligraphy_70091_bg.jpg,74,54,100,54,103,514,78,513
img_calligraphy_70091_bg.jpg,52,53,76,53,77,216,53,216
img_calligraphy_70091_bg.jpg,20,359,20,239,51,240,51,359
img_calligraphy_70092_bg.jpg,20,53,101,54,103,369,22,368
img_calligraphy_70093_bg.jpg,95,148,212,148,212,264,95,264
img_calligraphy_70093_bg.jpg,202,157,319,157,319,282,202,282
img_calligraphy_70093_bg.jpg,310,166,427,166,427,284,310,284
img_calligraphy_70093_bg.jpg,417,176,534,176,534,294,417,294
img_calligraphy_70093_bg.jpg,20,53,56,53,56,119,20,119
img_calligraphy_70094_bg.jpg,332,53,414,53,414,387,332,387
img_calligraphy_70094_bg.jpg,228,357,230,60,323,61,321,357
img_calligraphy_70094_bg.jpg,125,58,218,58,218,397,125,397
img_calligraphy_70094_bg.jpg,20,60,109,61,109,373,20,373
img_calligraphy_70095_bg.jpg,73,63,139,65,137,128,72,126
img_calligraphy_70095_bg.jpg,139,65,204,67,203,130,137,128
img_calligraphy_70095_bg.jpg,204,67,269,69,268,132,203,130
img_calligraphy_70095_bg.jpg,269,69,334,71,333,136,268,135
img_calligraphy_70095_bg.jpg,22,53,51,54,49,183,20,182
img_calligraphy_70096_bg.jpg,128,53,155,53,155,413,128,413
img_calligraphy_70096_bg.jpg,101,54,128,54,128,411,101,411
img_calligraphy_70096_bg.jpg,74,54,101,54,101,412,74,412
img_calligraphy_70096_bg.jpg,47,54,74,54,74,413,47,413
img_calligraphy_70096_bg.jpg,20,55,47,55,47,391,20,391
img_calligraphy_70097_bg.jpg,20,53,135,53,135,409,20,409
img_calligraphy_70098_bg.jpg,64,53,110,53,110,375,64,375
img_calligraphy_70098_bg.jpg,20,55,68,55,68,385,20,385
img_calligraphy_70099_bg.jpg,459,53,557,53,557,667,459,667
img_calligraphy_70099_bg.jpg,313,53,420,53,420,511,313,511
img_calligraphy_70099_bg.jpg,166,53,278,53,278,726,166,726
img_calligraphy_70099_bg.jpg,20,53,120,53,120,531,20,531
img_calligraphy_70100_bg.jpg,140,53,247,53,247,541,140,541
img_calligraphy_70100_bg.jpg,20,53,102,53,102,537,20,537
img_calligraphy_70101_bg.jpg,20,53,120,53,120,463,20,463
img_calligraphy_70102_bg.jpg,20,115,22,55,72,58,70,117
img_calligraphy_70102_bg.jpg,68,55,119,55,119,116,68,116
img_calligraphy_70102_bg.jpg,114,53,167,53,167,116,114,116
img_calligraphy_70102_bg.jpg,164,53,216,54,216,119,164,118
img_calligraphy_70103_bg.jpg,20,53,110,53,110,168,20,168
img_calligraphy_70103_bg.jpg,110,53,200,53,200,168,110,168
img_calligraphy_70103_bg.jpg,200,53,292,53,292,168,200,168
img_calligraphy_70103_bg.jpg,292,53,382,53,382,168,292,168
img_calligraphy_70104_bg.jpg,363,53,505,53,505,550,363,550
img_calligraphy_70104_bg.jpg,249,66,371,66,371,549,249,549
img_calligraphy_70104_bg.jpg,134,75,284,75,284,582,134,582
img_calligraphy_70104_bg.jpg,20,88,142,88,142,574,20,574
img_calligraphy_70105_bg.jpg,42,53,63,53,63,308,42,308
img_calligraphy_70105_bg.jpg,20,53,42,53,42,340,20,340
img_calligraphy_70106_bg.jpg,20,54,72,54,72,112,20,112
img_calligraphy_70106_bg.jpg,69,54,130,54,130,118,69,118
img_calligraphy_70106_bg.jpg,126,54,209,54,209,139,126,139
img_calligraphy_70106_bg.jpg,201,53,241,53,241,106,201,106
img_calligraphy_70107_bg.jpg,20,53,130,53,134,467,24,466
img_calligraphy_70108_bg.jpg,20,53,125,53,125,472,20,472
img_calligraphy_70109_bg.jpg,168,347,181,53,217,55,205,349
img_calligraphy_70109_bg.jpg,130,362,141,54,176,55,166,364
img_calligraphy_70109_bg.jpg,100,345,101,53,135,55,134,347
img_calligraphy_70109_bg.jpg,61,54,94,54,95,241,62,241
img_calligraphy_70109_bg.jpg,20,54,54,54,55,268,21,268
img_calligraphy_70110_bg.jpg,46,131,237,131,237,653,46,653
img_calligraphy_70110_bg.jpg,20,53,56,53,56,116,20,116
img_calligraphy_70111_bg.jpg,69,53,91,53,91,376,69,376
img_calligraphy_70111_bg.jpg,44,53,67,53,67,399,44,399
img_calligraphy_70111_bg.jpg,20,53,42,53,42,290,20,290
img_calligraphy_70112_bg.jpg,20,53,60,53,60,219,20,219
img_calligraphy_70113_bg.jpg,172,83,197,83,197,465,172,465
img_calligraphy_70113_bg.jpg,145,83,170,83,170,458,145,458
img_calligraphy_70113_bg.jpg,118,83,143,83,143,462,118,462
img_calligraphy_70113_bg.jpg,91,83,116,83,116,459,91,459
img_calligraphy_70113_bg.jpg,64,83,89,83,89,462,64,462
img_calligraphy_70113_bg.jpg,20,53,50,53,50,206,20,206
img_calligraphy_70114_bg.jpg,64,53,84,53,84,345,64,345
img_calligraphy_70114_bg.jpg,42,53,62,53,62,339,42,339
img_calligraphy_70114_bg.jpg,20,53,40,53,40,307,20,307
img_calligraphy_70115_bg.jpg,20,53,69,53,69,108,20,108
img_calligraphy_70115_bg.jpg,65,57,114,57,114,115,65,115
img_calligraphy_70115_bg.jpg,110,61,159,61,159,115,110,115
img_calligraphy_70115_bg.jpg,154,64,204,64,204,122,154,122
img_calligraphy_70116_bg.jpg,86,53,112,53,112,385,86,385
img_calligraphy_70116_bg.jpg,61,53,87,53,87,395,61,395
img_calligraphy_70116_bg.jpg,20,279,51,279,51,341,20,341
img_calligraphy_70117_bg.jpg,20,53,73,53,73,111,20,111
img_calligraphy_70117_bg.jpg,73,53,126,53,126,111,73,111
img_calligraphy_70117_bg.jpg,126,53,179,53,179,111,126,111
img_calligraphy_70117_bg.jpg,179,53,232,53,232,115,179,115
img_calligraphy_70118_bg.jpg,137,53,248,53,248,371,137,371
img_calligraphy_70118_bg.jpg,20,58,111,58,111,448,20,448
img_calligraphy_70119_bg.jpg,20,53,105,53,105,365,20,365
img_calligraphy_70120_bg.jpg,137,56,160,57,153,493,130,493
img_calligraphy_70120_bg.jpg,112,55,136,56,129,493,106,492
img_calligraphy_70120_bg.jpg,87,54,111,55,106,494,83,494
img_calligraphy_70120_bg.jpg,63,53,87,54,84,267,61,266
img_calligraphy_70120_bg.jpg,20,235,48,235,48,308,20,307
img_calligraphy_70121_bg.jpg,69,100,138,100,138,175,69,175
img_calligraphy_70121_bg.jpg,135,103,203,103,203,178,135,178
img_calligraphy_70121_bg.jpg,200,106,268,106,268,181,200,181
img_calligraphy_70121_bg.jpg,265,109,333,109,333,184,265,184
img_calligraphy_70121_bg.jpg,20,53,60,53,60,220,20,220
img_calligraphy_70122_bg.jpg,20,53,107,53,107,382,20,382
img_calligraphy_70123_bg.jpg,20,56,119,56,119,160,20,160
img_calligraphy_70123_bg.jpg,118,55,217,55,217,163,118,163
img_calligraphy_70123_bg.jpg,216,54,315,54,315,155,216,155
img_calligraphy_70123_bg.jpg,314,53,413,53,413,159,314,159
img_calligraphy_70124_bg.jpg,20,53,133,53,133,392,20,392
img_calligraphy_70125_bg.jpg,20,53,134,53,137,1058,23,1058
img_calligraphy_70126_bg.jpg,72,54,101,54,101,513,72,513
img_calligraphy_70126_bg.jpg,45,54,74,54,74,513,45,513
img_calligraphy_70126_bg.jpg,20,53,47,53,47,213,20,213
img_calligraphy_70127_bg.jpg,20,53,64,53,64,317,20,317
img_calligraphy_70128_bg.jpg,67,53,89,53,89,442,67,442
img_calligraphy_70128_bg.jpg,44,53,66,53,66,469,44,469
img_calligraphy_70128_bg.jpg,20,53,42,53,42,202,20,202
img_calligraphy_70129_bg.jpg,22,54,101,53,98,428,20,428
img_calligraphy_70130_bg.jpg,20,53,72,53,72,223,20,223
img_calligraphy_70131_bg.jpg,20,53,76,53,76,263,20,263
img_calligraphy_70132_bg.jpg,76,120,156,122,154,199,74,198
img_calligraphy_70132_bg.jpg,150,121,231,123,230,198,149,196
img_calligraphy_70132_bg.jpg,224,123,306,124,306,201,223,200
img_calligraphy_70132_bg.jpg,297,124,377,125,377,206,297,204
img_calligraphy_70132_bg.jpg,374,118,449,119,450,202,375,201
img_calligraphy_70132_bg.jpg,443,197,443,119,528,122,529,201
img_calligraphy_70132_bg.jpg,22,53,56,53,54,115,20,114
img_calligraphy_70133_bg.jpg,144,58,177,57,187,371,154,372
img_calligraphy_70133_bg.jpg,101,55,135,54,147,375,114,377
img_calligraphy_70133_bg.jpg,59,55,91,53,106,374,74,375
img_calligraphy_70133_bg.jpg,20,57,50,57,50,171,20,171
img_calligraphy_70134_bg.jpg,70,121,166,121,166,438,70,438
img_calligraphy_70134_bg.jpg,20,53,56,53,56,123,20,123
img_calligraphy_70135_bg.jpg,44,54,66,54,68,356,46,356
img_calligraphy_70135_bg.jpg,20,53,43,54,45,380,22,379
img_calligraphy_70136_bg.jpg,20,53,115,53,115,157,20,157
img_calligraphy_70136_bg.jpg,115,53,165,53,165,113,115,113
img_calligraphy_70136_bg.jpg,165,53,238,53,238,136,165,136
img_calligraphy_70136_bg.jpg,238,53,301,53,301,126,238,126
img_calligraphy_70137_bg.jpg,85,139,165,139,165,219,85,219
img_calligraphy_70137_bg.jpg,165,139,245,139,245,218,165,218
